target_id,target_name,latitude_deg,longitude_deg,priority,release_step,deadline_step,duration,required_mode,required_resolution_m,required_swath_km,min_sun_elevation_deg,energy_cost,original_data_mb,compression_ratio,cooperation_mode,required_observers,max_coordination_gap_steps
train_001229,Train-Target-001229,14.51335935,-145.53747993,9,110,213,1,optical,6.5206,34.4251,8.0,7.1811,63.3377,0.431357,single,1,120
train_002397,Train-Target-002397,-26.32809544,100.87296337,8,66,209,1,sar,20.7091,73.9046,-90.0,6.6382,50.7833,0.427023,simultaneous,2,120
train_002542,Train-Target-002542,-68.57772705,-15.75101804,10,84,154,1,optical,9.7539,52.8004,8.0,6.5005,60.5736,0.399985,single,1,120
train_000005,Train-Target-000005,49.16036720,139.02735074,2,62,115,1,optical,8.9521,40.6636,8.0,5.4217,23.3300,0.269577,simultaneous,2,120
train_000374,Train-Target-000374,-40.35509444,178.54240860,4,180,229,1,optical,7.0713,59.4385,8.0,7.9862,72.9919,0.389125,sequential,2,120
train_002095,Train-Target-002095,42.86383004,162.73597466,5,98,143,1,sar,10.0871,35.7921,-90.0,7.2032,51.1989,0.417986,single,1,120
train_000402,Train-Target-000402,35.37118966,-134.20328304,6,20,122,1,optical,2.1982,13.3111,8.0,7.7712,39.5548,0.343389,single,1,120
train_000945,Train-Target-000945,-25.42541146,104.92061182,9,133,236,1,optical,9.3121,47.6319,8.0,7.3469,29.2234,0.234781,sequential,2,120
train_002319,Train-Target-002319,-1.61859161,100.27024057,6,177,233,1,infrared,21.3124,56.8572,-90.0,6.4627,81.1183,0.280877,single,1,120
train_002939,Train-Target-002939,-36.93258448,-38.25120447,3,100,195,1,infrared,21.6426,81.3676,-90.0,6.3705,58.8625,0.395910,single,1,120
train_000545,Train-Target-000545,8.92953057,-161.68317663,7,123,208,1,optical,2.7029,55.8445,8.0,5.5415,33.7767,0.201469,sequential,2,120
train_000756,Train-Target-000756,-11.10881042,-176.32747497,10,2,134,1,sar,10.7158,31.6741,-90.0,4.8651,38.6939,0.291529,simultaneous,2,120
train_000948,Train-Target-000948,-47.82428832,147.32201120,1,11,77,1,optical,7.6075,53.9577,8.0,6.6844,55.6177,0.366557,single,1,120
train_000431,Train-Target-000431,-10.33083588,-76.29787971,8,60,138,1,sar,14.7545,98.6848,-90.0,7.3040,82.0948,0.434044,simultaneous,2,120
train_000612,Train-Target-000612,-11.09447696,-129.31656002,5,36,125,1,optical,8.0745,21.8891,8.0,7.8153,60.6576,0.367016,sequential,2,120
train_003002,Train-Target-003002,44.11735196,146.19684145,4,109,213,1,sar,8.6822,40.2042,-90.0,7.8109,68.4989,0.325860,single,1,120
train_002427,Train-Target-002427,-72.48843633,-49.34977496,8,146,215,1,optical,2.6855,10.0101,8.0,5.1885,55.7062,0.406989,sequential,2,120
train_003031,Train-Target-003031,-53.93705648,-73.13828943,8,85,194,1,optical,9.5238,30.7569,8.0,5.8139,55.7095,0.302422,simultaneous,2,120
train_001243,Train-Target-001243,-39.70005070,-89.23286482,9,23,96,1,sar,18.2327,58.2092,-90.0,4.8416,83.1036,0.226104,sequential,2,120
train_000043,Train-Target-000043,34.21232743,-36.82564833,9,65,169,1,optical,8.2823,43.6690,8.0,6.0884,44.8096,0.301992,single,1,120
train_000920,Train-Target-000920,47.83951031,36.08675286,5,14,154,1,optical,8.9649,29.8531,8.0,6.5415,44.2019,0.347124,single,1,120
train_001115,Train-Target-001115,-16.70033609,-122.37310853,7,24,142,1,sar,13.6131,102.6886,-90.0,7.6806,52.8613,0.345526,single,1,120
train_001975,Train-Target-001975,23.28493141,-49.59275985,1,53,136,1,optical,9.4585,58.1269,8.0,5.3077,59.9871,0.200483,single,1,120
train_001582,Train-Target-001582,75.75873856,178.18955625,6,6,134,1,sar,18.8078,51.0620,-90.0,6.4658,37.6109,0.290433,single,1,120
train_002119,Train-Target-002119,0.67378466,-23.84186332,8,32,100,1,optical,3.1309,11.2866,8.0,6.0406,78.3339,0.228977,single,1,120
train_003029,Train-Target-003029,11.97237497,118.98760416,6,23,94,1,sar,10.4930,62.1218,-90.0,6.8770,41.5838,0.388242,single,1,120
train_002749,Train-Target-002749,31.68868240,38.75347299,2,65,222,1,optical,5.3028,44.3992,8.0,5.7788,72.5261,0.253812,simultaneous,2,120
train_001360,Train-Target-001360,-44.03911778,34.69207029,1,33,154,1,optical,9.3755,54.8795,8.0,7.4051,50.1589,0.328040,single,1,120
train_002999,Train-Target-002999,18.52986570,-118.17982118,2,75,224,1,optical,9.4801,45.9101,8.0,8.0666,63.9784,0.414244,single,1,120
train_002619,Train-Target-002619,-19.16797196,-37.80738820,10,34,167,1,optical,3.6721,37.1514,8.0,5.7315,20.0585,0.196390,single,1,120
train_000517,Train-Target-000517,-13.89016608,132.95054389,1,83,227,1,optical,9.8344,54.0900,8.0,7.9913,41.3787,0.276778,single,1,120
train_000409,Train-Target-000409,-22.09971640,57.62309085,1,42,133,1,optical,4.2961,28.0737,8.0,7.7819,67.9997,0.323258,single,1,120
train_000264,Train-Target-000264,35.73057508,108.16357151,5,15,82,1,optical,6.7855,59.2124,8.0,7.6747,56.6416,0.261191,sequential,2,120
train_002136,Train-Target-002136,-17.36025556,87.64418152,6,117,216,1,optical,5.0734,56.1925,8.0,7.3433,55.4680,0.416439,single,1,120
train_003015,Train-Target-003015,0.69960910,77.23167125,4,1,55,1,sar,9.9134,90.1605,-90.0,8.1799,40.8664,0.360849,single,1,120
train_002888,Train-Target-002888,-3.16766851,6.56071540,9,24,89,1,optical,5.9398,45.3866,8.0,4.9189,81.6451,0.387011,single,1,120
train_001459,Train-Target-001459,-77.62775195,129.71517380,7,41,165,1,optical,8.2145,56.1236,8.0,6.5291,72.2862,0.389979,single,1,120
train_001605,Train-Target-001605,-57.23917243,31.00596985,9,111,218,1,optical,7.9469,22.4227,8.0,6.8236,71.8285,0.362753,sequential,2,120
train_001150,Train-Target-001150,-15.36719572,162.86256349,3,109,185,1,optical,3.0988,50.7542,8.0,7.2452,78.8590,0.336643,single,1,120
train_000381,Train-Target-000381,-17.87269677,-105.89644889,10,87,214,1,sar,13.8515,95.5885,-90.0,6.4871,26.6099,0.438921,single,1,120
train_001903,Train-Target-001903,-0.12638306,-55.07148184,4,7,99,1,sar,8.5965,88.1553,-90.0,6.8353,47.2205,0.370584,sequential,2,120
train_003053,Train-Target-003053,-6.79852580,-104.28725217,3,2,57,1,optical,9.2676,47.8745,8.0,4.6448,73.6124,0.337759,single,1,120
train_001120,Train-Target-001120,-24.13363113,-54.23194437,6,51,111,1,optical,2.1808,11.9045,8.0,7.0734,40.6869,0.202610,single,1,120
train_002126,Train-Target-002126,39.13163823,138.48664646,6,71,224,1,optical,8.3874,53.4896,8.0,8.0953,69.8858,0.359085,single,1,120
train_000998,Train-Target-000998,-10.86863151,-50.76312856,3,38,151,1,optical,4.4850,59.1205,8.0,7.3344,23.1884,0.221937,sequential,2,120
train_001842,Train-Target-001842,-5.53557473,127.17784688,2,86,230,1,optical,8.4709,19.4251,8.0,7.7962,28.2860,0.210822,single,1,120
train_001302,Train-Target-001302,57.19015780,-114.75190126,4,26,124,1,optical,8.1714,55.7520,8.0,5.7916,28.7528,0.318563,single,1,120
train_000351,Train-Target-000351,23.83762689,-10.45983018,3,5,150,1,optical,4.9260,25.9508,8.0,5.3282,68.7850,0.310151,single,1,120
train_001974,Train-Target-001974,52.05979804,52.31429790,2,149,218,1,optical,5.8830,20.4195,8.0,6.3847,22.1108,0.381688,sequential,2,120
train_002710,Train-Target-002710,12.51524980,-119.09607465,3,94,195,1,optical,6.0568,12.4306,8.0,6.8039,69.6561,0.313394,simultaneous,2,120
train_000777,Train-Target-000777,-10.85980760,27.74223858,5,55,125,1,optical,9.0763,26.6636,8.0,7.8324,77.9715,0.205918,single,1,120
train_001615,Train-Target-001615,4.12191362,78.08317692,2,53,164,1,sar,16.9100,67.6874,-90.0,4.5251,57.0899,0.409288,single,1,120
train_001465,Train-Target-001465,42.99340872,173.44423189,6,37,189,1,optical,3.2620,21.6729,8.0,5.1404,69.1461,0.341208,single,1,120
train_001183,Train-Target-001183,20.97002333,169.60678039,5,23,110,1,optical,9.9385,60.8153,8.0,4.6187,84.1423,0.184957,single,1,120
train_001195,Train-Target-001195,5.95336842,158.67662757,8,82,225,1,sar,16.9189,30.1407,-90.0,8.0790,64.6592,0.440154,single,1,120
train_000248,Train-Target-000248,21.58516196,-72.61518381,5,10,118,1,sar,19.2884,96.1089,-90.0,6.4353,24.1795,0.216104,sequential,2,120
train_000063,Train-Target-000063,-52.40813473,56.62155665,4,87,132,1,optical,4.5386,42.5560,8.0,8.1451,60.4608,0.277009,single,1,120
train_000350,Train-Target-000350,-35.78317730,58.60063553,2,64,215,1,optical,8.8177,10.2076,8.0,5.6354,70.8723,0.444158,single,1,120
train_001213,Train-Target-001213,10.24025763,70.51324972,2,114,173,1,infrared,39.2662,85.7007,-90.0,5.2870,25.5722,0.225155,single,1,120
train_000438,Train-Target-000438,56.23229055,-20.68400211,10,119,214,1,optical,9.7866,36.6270,8.0,5.7837,50.9956,0.354330,simultaneous,2,120
train_001015,Train-Target-001015,17.87724757,145.82741828,2,21,154,1,optical,4.3834,21.9592,8.0,6.7380,86.8663,0.330279,single,1,120
train_000308,Train-Target-000308,35.02988286,-91.54438642,9,64,105,1,optical,2.1261,23.3059,8.0,7.2636,20.8705,0.392267,single,1,120
train_000281,Train-Target-000281,0.49498585,-87.66339318,4,16,151,1,sar,19.0638,103.6014,-90.0,6.6442,78.0923,0.392575,sequential,2,120
train_000580,Train-Target-000580,17.24213119,76.38277036,3,30,181,1,optical,3.7072,15.5164,8.0,5.8606,58.1650,0.291892,sequential,2,120
train_002174,Train-Target-002174,-26.22459161,-147.13952762,10,56,101,1,sar,10.7912,79.9394,-90.0,5.3248,53.0533,0.233866,sequential,2,120
train_001514,Train-Target-001514,-18.98980844,115.30340634,4,154,237,1,optical,2.2833,10.9515,8.0,7.6304,43.7088,0.381429,sequential,2,120
train_000035,Train-Target-000035,24.23134531,144.08551069,5,180,227,1,infrared,33.1051,69.2540,-90.0,6.6723,84.4268,0.217032,single,1,120
train_000904,Train-Target-000904,13.92623965,-9.86408050,7,13,58,1,infrared,39.9896,119.5887,-90.0,6.5583,52.0468,0.350192,single,1,120
train_001537,Train-Target-001537,36.87677728,-71.58586913,9,117,171,1,optical,2.0021,38.7710,8.0,6.4002,55.3578,0.299973,single,1,120
train_000909,Train-Target-000909,-3.43343427,106.69926524,4,28,127,1,sar,13.5455,46.3751,-90.0,7.0292,80.3205,0.377222,single,1,120
train_001534,Train-Target-001534,-14.70347022,147.67565223,7,23,80,1,optical,9.5508,46.7656,8.0,5.5077,77.5685,0.244433,single,1,120
train_001419,Train-Target-001419,-43.19999736,-55.67269272,6,18,147,1,optical,2.7081,35.2685,8.0,5.5349,30.7610,0.334021,sequential,2,120
train_001230,Train-Target-001230,57.41924633,138.18511263,8,83,238,1,optical,8.6638,56.3575,8.0,5.7098,49.5597,0.431587,single,1,120
train_000787,Train-Target-000787,47.61454348,142.81842237,6,81,223,1,optical,7.0782,58.5866,8.0,5.2095,67.2951,0.199802,single,1,120
train_002712,Train-Target-002712,-1.57344338,-123.49705119,10,162,229,1,sar,15.0299,97.4414,-90.0,7.9893,79.6837,0.340068,single,1,120
train_000613,Train-Target-000613,-43.17214409,162.74742786,9,100,206,1,optical,2.1533,53.2352,8.0,7.6233,37.3618,0.218300,simultaneous,2,120
train_002726,Train-Target-002726,-9.15460057,34.16841038,8,45,92,1,optical,9.8630,48.4729,8.0,6.4908,68.8325,0.184109,single,1,120
train_000472,Train-Target-000472,16.21486959,-100.72716072,2,42,122,1,sar,12.7003,84.3363,-90.0,7.8386,39.9671,0.389492,single,1,120
train_001348,Train-Target-001348,-37.00469070,-126.80758248,9,108,157,1,optical,8.8149,16.4507,8.0,6.9953,38.2666,0.201255,sequential,2,120
train_000896,Train-Target-000896,67.31953630,89.43976767,1,39,118,1,optical,5.0318,33.2095,8.0,5.1705,34.9531,0.323363,single,1,120
train_001180,Train-Target-001180,-34.35239374,78.79004499,1,97,165,1,optical,3.8289,37.6358,8.0,7.4176,35.3012,0.394449,simultaneous,2,120
train_000955,Train-Target-000955,53.11587437,-39.75785955,3,11,130,1,optical,3.2187,38.9148,8.0,7.3953,65.9492,0.258541,single,1,120
train_001104,Train-Target-001104,10.67320467,7.60994378,6,111,215,1,optical,9.1391,61.9062,8.0,5.0629,30.6604,0.299135,single,1,120
train_002686,Train-Target-002686,-16.68345203,-59.17361068,2,52,146,1,optical,4.4328,19.7659,8.0,5.5730,37.1614,0.379637,single,1,120
train_001545,Train-Target-001545,-67.20649461,18.77068076,2,40,85,1,optical,8.1247,14.1567,8.0,7.0608,48.1776,0.235007,single,1,120
train_001188,Train-Target-001188,39.90007204,134.23105388,2,6,141,1,optical,8.4066,24.6310,8.0,6.4446,39.7034,0.375786,single,1,120
train_000956,Train-Target-000956,-41.30772459,59.28894103,3,95,224,1,optical,4.3897,50.7734,8.0,8.1324,26.5540,0.193672,single,1,120
train_002390,Train-Target-002390,77.80458230,-82.34427430,3,161,214,1,sar,20.9988,97.2457,-90.0,6.4566,86.2353,0.222930,single,1,120
train_000590,Train-Target-000590,70.39540729,-77.02287197,3,80,215,1,optical,4.0836,24.8177,8.0,5.5528,39.8934,0.432671,simultaneous,2,120
train_002932,Train-Target-002932,-32.18168129,89.09100505,5,52,179,1,optical,5.6921,54.0378,8.0,6.3777,60.3407,0.411717,simultaneous,2,120
train_002680,Train-Target-002680,25.50838952,-100.88893646,2,91,175,1,sar,14.9449,36.7192,-90.0,6.1919,31.4896,0.183516,simultaneous,2,120
train_001041,Train-Target-001041,71.06453289,-14.23252072,5,104,215,1,optical,4.8265,52.0023,8.0,7.3897,24.3239,0.195464,single,1,120
train_001217,Train-Target-001217,-25.83868764,87.52469323,7,80,239,1,optical,8.2016,12.3987,8.0,6.2920,47.7124,0.231021,single,1,120
train_000917,Train-Target-000917,-39.30247574,101.91283822,10,79,206,1,optical,7.5567,36.2765,8.0,5.5996,33.4240,0.278545,single,1,120
train_002044,Train-Target-002044,3.85182346,-72.44473967,5,95,203,1,optical,7.4715,25.1642,8.0,5.1107,36.7209,0.445990,sequential,2,120
train_001489,Train-Target-001489,28.36788805,-147.53681694,3,5,76,1,sar,9.8200,72.2677,-90.0,7.0860,75.8137,0.397341,sequential,2,120
train_000288,Train-Target-000288,-14.50821479,17.93420084,6,14,170,1,optical,6.0730,12.9759,8.0,7.8682,42.9313,0.342444,single,1,120
train_002437,Train-Target-002437,29.24778844,133.81157706,3,54,197,1,sar,18.3103,65.0425,-90.0,4.8970,66.5405,0.277585,single,1,120
train_001400,Train-Target-001400,-43.96565424,-175.95740928,4,0,156,1,optical,7.5028,14.8341,8.0,5.0621,52.3501,0.366846,single,1,120
train_002648,Train-Target-002648,-12.23014211,101.29777836,2,48,149,1,optical,5.3122,64.0650,8.0,6.8484,42.8190,0.246751,simultaneous,2,120
train_000010,Train-Target-000010,21.32789411,-113.56774951,2,10,167,1,optical,3.9933,46.9347,8.0,5.7014,32.9506,0.352057,single,1,120
train_000126,Train-Target-000126,18.65196160,-134.93853178,8,152,225,1,infrared,18.0779,125.8118,-90.0,5.8807,72.8492,0.431751,single,1,120
train_000263,Train-Target-000263,-28.06932009,151.26716844,7,118,235,1,optical,2.5568,64.6190,8.0,6.2243,40.0008,0.245230,single,1,120
train_003024,Train-Target-003024,32.68559333,156.39879971,10,51,184,1,optical,6.2474,41.5989,8.0,4.5714,49.1822,0.417091,single,1,120
train_000564,Train-Target-000564,31.91341144,-138.28234639,5,60,210,1,optical,8.8739,39.0373,8.0,5.1081,32.8233,0.326853,single,1,120
train_000876,Train-Target-000876,-8.17454066,4.44944529,6,54,159,1,optical,9.4307,60.3169,8.0,6.6950,62.2122,0.244088,single,1,120
train_001851,Train-Target-001851,-4.67008967,56.40486646,4,57,209,1,optical,2.7323,56.5464,8.0,4.6020,68.9665,0.295628,single,1,120
train_000694,Train-Target-000694,-52.30108322,75.48637341,6,160,215,1,sar,19.5047,83.5193,-90.0,6.7995,80.7820,0.418713,single,1,120
train_001861,Train-Target-001861,-49.86776316,-47.16809547,2,35,142,1,sar,13.6189,81.0640,-90.0,5.5105,26.5060,0.277060,single,1,120
train_002883,Train-Target-002883,-38.52888788,-166.81292039,10,33,190,1,optical,6.4946,43.1209,8.0,5.8285,22.1797,0.206455,single,1,120
train_000447,Train-Target-000447,-30.85656080,65.89907512,10,173,216,1,optical,3.5424,31.7495,8.0,8.1429,23.0451,0.215187,sequential,2,120
train_001456,Train-Target-001456,-56.13446542,-107.74321146,10,21,72,1,sar,18.3798,88.0256,-90.0,7.7025,41.9883,0.397065,single,1,120
train_001275,Train-Target-001275,-22.89407181,21.70424015,1,74,224,1,sar,10.6962,61.1121,-90.0,5.8875,20.5057,0.314404,single,1,120
train_001791,Train-Target-001791,-26.82827797,-31.08135334,1,48,135,1,sar,14.1029,98.1875,-90.0,5.6553,66.9383,0.267095,simultaneous,2,120
train_002448,Train-Target-002448,39.71497667,105.83427903,10,162,234,1,sar,9.2324,93.5993,-90.0,6.5364,79.5054,0.247688,single,1,120
train_001019,Train-Target-001019,-42.45213433,-37.51409179,8,51,107,1,optical,5.3689,40.0345,8.0,5.9647,40.4338,0.407113,single,1,120
train_003026,Train-Target-003026,1.62710523,-98.89035484,1,106,200,1,sar,20.8610,81.1478,-90.0,5.3368,63.2198,0.258321,single,1,120
train_000542,Train-Target-000542,-25.49708712,-173.03110725,4,140,182,1,sar,16.3437,88.0776,-90.0,6.2532,59.4607,0.283235,sequential,2,120
train_002410,Train-Target-002410,-0.02570986,-42.00488672,5,92,227,1,optical,4.7299,49.8553,8.0,7.1936,77.3735,0.370465,sequential,2,120
train_001644,Train-Target-001644,56.23612693,-44.12338385,1,130,219,1,sar,21.6477,75.8435,-90.0,5.0637,38.7757,0.232784,single,1,120
train_002693,Train-Target-002693,5.87204219,152.15388058,9,101,209,1,sar,8.7563,59.1531,-90.0,4.8229,49.2026,0.268307,single,1,120
train_001309,Train-Target-001309,-33.09757462,-107.18013276,9,88,233,1,optical,5.5358,45.5389,8.0,7.1551,56.8620,0.189078,single,1,120
train_000357,Train-Target-000357,-1.69487369,63.14381325,9,105,173,1,sar,17.8457,104.3894,-90.0,5.6106,54.8867,0.419554,single,1,120
train_001111,Train-Target-001111,33.49457064,32.69072896,3,70,193,1,optical,9.3457,26.1834,8.0,6.1455,85.4008,0.300188,single,1,120
train_001798,Train-Target-001798,1.14288522,96.51591725,1,38,79,1,infrared,30.0090,75.2282,-90.0,6.9919,37.2510,0.253296,sequential,2,120
train_002200,Train-Target-002200,72.01729554,-1.02460544,1,51,110,1,optical,4.2353,16.2115,8.0,4.9133,67.7536,0.401286,single,1,120
train_002333,Train-Target-002333,29.54038870,-81.45023199,7,5,149,1,sar,20.6189,56.4886,-90.0,8.1039,84.9838,0.448548,sequential,2,120
train_002860,Train-Target-002860,51.88503575,-76.59103976,10,1,126,1,optical,3.2401,42.2262,8.0,7.7555,58.9414,0.373751,sequential,2,120
train_002898,Train-Target-002898,52.65046665,102.01221465,1,66,193,1,optical,7.2091,37.7263,8.0,5.1101,20.1547,0.321812,sequential,2,120
train_000867,Train-Target-000867,-28.58649580,48.75330485,6,148,238,1,optical,8.4007,14.4025,8.0,5.8406,79.8594,0.311343,single,1,120
train_000774,Train-Target-000774,23.55606700,-36.67686513,1,60,179,1,optical,7.1687,57.7221,8.0,8.1279,68.6390,0.321981,sequential,2,120
train_000910,Train-Target-000910,-13.99217792,-92.22263501,4,13,133,1,sar,9.3728,75.5403,-90.0,7.7235,71.0477,0.349650,sequential,2,120
train_000579,Train-Target-000579,-6.76011041,37.73170923,8,39,138,1,optical,9.3076,50.0444,8.0,7.9306,88.2364,0.306324,single,1,120
train_001780,Train-Target-001780,39.14882988,175.18931327,3,1,59,1,optical,3.9701,30.5860,8.0,6.0931,66.5293,0.226983,single,1,120
train_000459,Train-Target-000459,41.45875494,-61.35001890,10,26,129,1,optical,2.3648,26.7220,8.0,7.7061,89.6751,0.369155,single,1,120
train_000478,Train-Target-000478,-56.33892308,129.36337295,5,189,230,1,sar,17.4247,77.0927,-90.0,7.7624,88.5625,0.180528,single,1,120
train_002204,Train-Target-002204,41.75898112,16.57895846,8,2,42,1,sar,13.4822,28.9524,-90.0,6.5825,29.7890,0.301746,single,1,120
train_000168,Train-Target-000168,25.17905990,-129.36742687,10,115,224,1,optical,5.0833,51.8449,8.0,4.7357,48.5838,0.374666,simultaneous,2,120
train_001074,Train-Target-001074,52.75931826,78.98880618,9,29,82,1,optical,7.5116,58.0372,8.0,6.2710,46.2861,0.427358,single,1,120
train_001541,Train-Target-001541,-41.06432708,-132.69765472,2,18,156,1,optical,8.6808,64.9514,8.0,5.0563,89.0903,0.256775,simultaneous,2,120
train_000148,Train-Target-000148,0.29502972,123.92173470,10,19,133,1,optical,7.3749,59.3070,8.0,5.2797,36.2885,0.415216,single,1,120
train_002493,Train-Target-002493,81.61316000,-35.33098015,2,13,62,1,optical,4.8608,24.9000,8.0,4.9840,46.4161,0.333060,single,1,120
train_000940,Train-Target-000940,35.11027064,-128.64395434,8,150,223,1,optical,2.1030,54.1099,8.0,5.6399,62.6977,0.406880,single,1,120
train_002258,Train-Target-002258,1.07731031,-65.47312672,7,115,166,1,optical,9.4490,14.4551,8.0,7.8870,40.0075,0.203648,single,1,120
train_000887,Train-Target-000887,-38.02873745,-34.02698459,2,129,207,1,sar,9.6385,101.3940,-90.0,7.4143,45.3787,0.415985,single,1,120
train_000375,Train-Target-000375,-9.61688781,-62.01562071,4,90,191,1,optical,9.1200,35.6866,8.0,6.8339,25.7909,0.210924,single,1,120
train_000572,Train-Target-000572,36.55749475,153.11186352,9,6,46,1,infrared,21.2125,73.6371,-90.0,4.6624,78.4812,0.397380,single,1,120
train_000513,Train-Target-000513,47.79736761,7.73742045,8,89,209,1,sar,15.7563,71.5791,-90.0,7.4623,75.6181,0.411303,sequential,2,120
train_000317,Train-Target-000317,-7.07416804,89.53849679,8,77,223,1,optical,2.4969,56.7753,8.0,7.3004,63.5224,0.237876,single,1,120
train_002486,Train-Target-002486,-56.42752284,-178.83365370,4,153,229,1,optical,9.6434,49.2413,8.0,6.6792,67.8024,0.387703,single,1,120
train_000017,Train-Target-000017,60.34273936,-108.24009860,2,69,220,1,optical,4.7725,15.5627,8.0,7.9130,88.6880,0.322981,single,1,120
train_001573,Train-Target-001573,-73.12411619,139.01324451,10,59,212,1,optical,3.6134,62.3561,8.0,7.4748,51.7698,0.256722,single,1,120
train_002461,Train-Target-002461,-48.39215205,-83.29790394,6,88,187,1,optical,4.3638,29.4889,8.0,5.9605,81.2222,0.247390,single,1,120
train_001993,Train-Target-001993,47.75510454,-65.38686383,5,129,211,1,optical,2.7738,32.8899,8.0,6.6476,87.9079,0.390790,single,1,120
train_000913,Train-Target-000913,-35.64154759,-55.14631796,5,132,232,1,sar,16.0875,109.2980,-90.0,5.9624,75.2927,0.299454,single,1,120
train_001669,Train-Target-001669,73.38459836,9.73108376,8,70,122,1,optical,7.3548,47.7354,8.0,6.9677,57.0519,0.362332,simultaneous,2,120
train_001013,Train-Target-001013,30.23303133,-171.16346122,6,27,163,1,sar,14.4163,26.6939,-90.0,4.5480,65.3829,0.445545,single,1,120
train_000662,Train-Target-000662,-47.24729722,127.00004000,10,95,231,1,sar,10.8931,34.9570,-90.0,6.5387,45.5059,0.231442,sequential,2,120
train_000036,Train-Target-000036,-41.73331827,68.01738975,1,106,229,1,infrared,23.9573,86.6327,-90.0,6.1097,42.5397,0.302218,single,1,120
train_002458,Train-Target-002458,2.85952341,-113.07514941,5,25,164,1,infrared,20.4987,113.7673,-90.0,7.2409,72.1920,0.301346,single,1,120
train_001909,Train-Target-001909,-7.03412483,58.30583531,7,82,232,1,optical,9.9471,24.8570,8.0,6.5139,75.0259,0.321439,single,1,120
train_001351,Train-Target-001351,67.80682228,105.11106176,5,82,224,1,optical,6.6520,29.3453,8.0,7.2374,88.2726,0.296386,single,1,120
train_002032,Train-Target-002032,-61.88048662,-0.91963771,9,93,148,1,optical,4.2808,16.0491,8.0,5.6118,38.0747,0.249859,single,1,120
train_002364,Train-Target-002364,38.67002931,-18.87607404,7,60,170,1,infrared,36.9409,69.4908,-90.0,6.4302,38.1369,0.440848,sequential,2,120
train_002056,Train-Target-002056,-22.21220367,-155.75227817,5,25,163,1,optical,4.7231,15.1519,8.0,8.1617,53.1872,0.200788,single,1,120
train_001422,Train-Target-001422,-31.21821276,-72.62241284,9,138,213,1,sar,15.7400,92.8729,-90.0,6.0694,28.9421,0.197686,single,1,120
train_002192,Train-Target-002192,-20.42524586,67.00104343,8,125,216,1,optical,5.5776,46.5194,8.0,5.8592,24.7035,0.308237,single,1,120
train_000079,Train-Target-000079,43.93292484,-161.57813065,2,35,188,1,optical,2.2300,54.6936,8.0,4.5353,59.8834,0.306213,sequential,2,120
train_001452,Train-Target-001452,-15.14050099,47.15427509,3,1,94,1,optical,7.3358,15.2866,8.0,6.0791,30.5807,0.405089,single,1,120
train_001286,Train-Target-001286,-41.98021802,145.60549121,7,73,165,1,sar,19.0104,56.7769,-90.0,8.3988,89.3341,0.237280,single,1,120
train_002534,Train-Target-002534,-5.40769538,-8.83871474,6,132,209,1,sar,19.5901,76.5629,-90.0,6.1957,59.7147,0.427439,sequential,2,120
train_001554,Train-Target-001554,-42.44857330,66.36844380,5,28,183,1,optical,3.0827,10.2547,8.0,7.0017,68.4152,0.306664,single,1,120
train_000347,Train-Target-000347,3.28230398,-106.44844552,10,176,239,1,optical,3.8193,24.7614,8.0,6.9701,73.2800,0.219231,single,1,120
train_002570,Train-Target-002570,24.52277984,29.89796471,2,91,155,1,sar,12.0207,56.6423,-90.0,4.7204,45.8053,0.363291,simultaneous,2,120
train_001679,Train-Target-001679,45.05265243,-150.42722756,4,30,144,1,sar,15.7109,46.7011,-90.0,6.0473,68.1727,0.215320,single,1,120
train_001876,Train-Target-001876,-36.30674331,-29.31546161,5,106,151,1,sar,13.9487,95.1924,-90.0,4.7285,77.8916,0.234486,sequential,2,120
train_000824,Train-Target-000824,-25.41663186,80.29347997,5,10,137,1,sar,16.3517,69.5564,-90.0,5.5631,22.9704,0.285538,single,1,120
train_001807,Train-Target-001807,51.81590176,-84.03784069,8,39,119,1,optical,2.0936,21.7038,8.0,5.8758,64.9097,0.233700,sequential,2,120
train_001512,Train-Target-001512,-57.18236617,67.94703206,1,7,166,1,optical,5.3108,26.3177,8.0,6.2798,72.7794,0.392048,single,1,120
train_001848,Train-Target-001848,-38.44738507,136.73361951,6,6,64,1,optical,9.4873,12.8102,8.0,5.8150,66.7075,0.243909,single,1,120
train_000342,Train-Target-000342,0.77712271,-39.33178323,10,71,113,1,optical,6.4681,61.3582,8.0,7.2168,88.6668,0.385530,simultaneous,2,120
train_002755,Train-Target-002755,9.60898633,-1.77506071,5,56,152,1,infrared,28.2695,48.2461,-90.0,7.6184,81.4268,0.378920,single,1,120
train_000034,Train-Target-000034,30.92968460,111.72281529,2,24,140,1,optical,9.6813,46.6450,8.0,8.3541,60.7628,0.271671,simultaneous,2,120
train_001951,Train-Target-001951,-71.33022764,-109.23493000,3,94,177,1,sar,16.1113,48.6538,-90.0,6.5496,25.4636,0.319159,single,1,120
train_002698,Train-Target-002698,65.75254468,102.96896571,7,148,203,1,optical,8.3852,58.0132,8.0,5.7063,44.0839,0.292951,simultaneous,2,120
train_001462,Train-Target-001462,-37.86709271,76.43100591,6,29,121,1,sar,21.7933,77.0789,-90.0,6.3515,73.2318,0.276279,sequential,2,120
