target_id,target_name,target_type,latitude_deg,longitude_deg,priority,release_step,deadline_step,duration,required_mode,required_resolution_m,required_swath_km,min_sun_elevation_deg,energy_cost,original_data_mb,compression_ratio,cooperation_mode,required_observers,max_coordination_gap_steps,observation_duration_seconds,area_width_km,area_height_km,area_orientation_deg,coverage_threshold
train_000604,Train-Target-000604,area,-14.01163778,-23.20313855,5,32,135,1,optical,9.7578,19.6644,8.0,7.0901,74.8660,0.180346,auto,0,120,20.0,47.3994,30.1304,306.8875,0.95
train_001795,Train-Target-001795,area,-49.27913526,177.30933428,3,39,154,1,optical,6.4567,33.6229,8.0,6.9840,63.3364,0.347617,auto,0,120,20.0,120.3111,126.5949,194.8001,0.95
train_001165,Train-Target-001165,area,52.36860834,-141.92697204,6,8,82,1,optical,4.2081,20.9857,8.0,5.0946,41.1338,0.282895,auto,0,120,20.0,101.5968,74.9093,127.0082,0.95
train_000268,Train-Target-000268,area,63.38278984,-19.70360028,4,101,147,1,infrared,36.2505,65.5035,-90.0,5.2738,68.0839,0.189477,auto,0,120,20.0,18.5151,39.7815,15.8352,0.95
train_002324,Train-Target-002324,area,19.34088722,19.51167898,6,37,105,1,optical,9.4914,54.8935,8.0,4.7221,28.7462,0.298347,auto,0,120,20.0,91.8657,80.9980,15.7372,0.95
train_001695,Train-Target-001695,area,35.22988359,-69.24470102,3,47,97,1,infrared,36.1852,58.5777,-90.0,7.6007,70.3992,0.303454,auto,0,120,20.0,223.5658,293.3342,165.9322,0.95
train_000656,Train-Target-000656,area,-48.58811607,-178.44290514,6,7,80,1,sar,17.3196,38.1246,-90.0,4.5377,43.1808,0.182451,auto,0,120,20.0,105.6442,57.2479,314.3723,0.95
train_002377,Train-Target-002377,point,51.42764496,-84.05539144,6,79,214,1,optical,7.7224,11.6604,8.0,5.6552,62.9117,0.327723,single,1,120,5.0,,,,
train_002992,Train-Target-002992,area,73.71261267,-11.63689134,1,4,89,1,sar,21.4260,52.8101,-90.0,5.5937,47.4334,0.421322,auto,0,120,20.0,74.5061,77.5188,196.9102,0.95
train_002458,Train-Target-002458,point,-16.69198802,68.03315248,8,93,173,1,sar,12.1340,64.5784,-90.0,7.4078,70.0218,0.204379,simultaneous,2,120,5.0,,,,
train_001981,Train-Target-001981,area,27.28854450,52.87725440,6,14,141,1,sar,20.7330,84.3333,-90.0,5.5284,79.4326,0.356138,auto,0,120,20.0,254.6982,299.9698,344.4774,0.95
train_002782,Train-Target-002782,area,15.29654893,-20.09916629,6,92,198,1,optical,3.8357,47.7706,8.0,4.5107,31.5779,0.435194,auto,0,120,20.0,127.4699,69.3165,294.9890,0.95
train_000415,Train-Target-000415,area,-47.15056413,164.31330962,4,102,187,1,optical,9.8288,58.8001,8.0,4.6825,68.4740,0.310850,auto,0,120,20.0,22.1618,43.1919,320.0822,0.95
train_002970,Train-Target-002970,point,51.68523156,-18.65673715,8,0,144,1,sar,13.2074,58.7787,-90.0,5.3480,60.9905,0.389293,simultaneous,2,120,5.0,,,,
train_000495,Train-Target-000495,point,11.29393455,-156.85700033,5,85,175,1,sar,13.8900,66.2831,-90.0,8.0337,67.0618,0.355934,single,1,120,5.0,,,,
train_000039,Train-Target-000039,area,24.93723194,-68.04917718,5,70,209,1,optical,9.0755,32.5780,8.0,7.6016,47.8462,0.407507,auto,0,120,20.0,129.5260,97.1818,12.3444,0.95
train_001017,Train-Target-001017,area,-72.24899852,141.70128317,3,127,206,1,infrared,36.3028,78.0730,-90.0,7.1539,58.4043,0.303267,auto,0,120,20.0,37.0563,23.6040,80.1350,0.95
train_000803,Train-Target-000803,area,-67.07583780,-26.88827726,2,79,199,1,optical,6.7968,41.8450,8.0,4.7206,39.0205,0.381474,auto,0,120,20.0,136.4334,79.4602,326.5944,0.95
train_000567,Train-Target-000567,point,-1.92833716,7.91860603,9,93,218,1,optical,5.2941,29.0227,8.0,8.2292,25.4172,0.257123,single,1,120,5.0,,,,
train_001606,Train-Target-001606,area,-51.87119646,58.47581180,4,139,206,1,sar,9.1894,83.6755,-90.0,7.5625,79.6266,0.361061,auto,0,120,20.0,18.6945,36.8006,137.9857,0.95
train_002050,Train-Target-002050,area,-12.48103131,170.87202963,3,3,48,1,sar,14.5535,88.1598,-90.0,6.4385,45.3637,0.262217,auto,0,120,20.0,206.8602,276.2857,18.9471,0.95
train_000359,Train-Target-000359,area,-43.07652107,31.01650847,5,54,146,1,optical,9.8772,22.8359,8.0,6.5227,37.8646,0.316283,auto,0,120,20.0,98.5080,71.4275,177.3886,0.95
train_001863,Train-Target-001863,point,-42.62601398,76.84451902,2,46,141,1,sar,17.7775,58.9525,-90.0,8.2463,66.4691,0.199823,single,1,120,5.0,,,,
train_002856,Train-Target-002856,area,-33.98747009,-3.71380596,10,47,206,1,optical,6.2135,60.4426,8.0,7.9256,38.8565,0.242669,auto,0,120,20.0,48.9065,45.8650,334.3997,0.95
train_001800,Train-Target-001800,area,66.32470143,-38.76529745,1,148,224,1,optical,7.0991,44.4758,8.0,6.9035,46.5905,0.257673,auto,0,120,20.0,46.4545,20.7997,254.7435,0.95
train_000728,Train-Target-000728,area,-83.91374558,44.09368129,4,2,51,1,optical,3.4208,37.4402,8.0,8.3051,46.9121,0.363035,auto,0,120,20.0,76.9176,55.5824,71.5840,0.95
train_002105,Train-Target-002105,area,-36.58266902,51.32028682,9,86,145,1,infrared,26.1265,97.5782,-90.0,5.9663,58.6166,0.325626,auto,0,120,20.0,69.4724,60.8023,117.9486,0.95
train_000592,Train-Target-000592,point,-59.04661687,-179.00625011,2,128,234,1,sar,11.5917,67.5880,-90.0,6.9667,55.8008,0.338246,single,1,120,5.0,,,,
train_001434,Train-Target-001434,area,58.76280434,-124.03063450,4,87,149,1,optical,9.5377,43.1876,8.0,7.8037,79.9829,0.431200,auto,0,120,20.0,157.9649,182.2035,323.2614,0.95
train_002847,Train-Target-002847,area,23.01618704,-32.92297811,5,107,163,1,sar,15.0640,78.9634,-90.0,7.0834,68.0731,0.387354,auto,0,120,20.0,13.2460,45.6703,68.5031,0.95
train_000693,Train-Target-000693,area,16.87727002,-176.06164970,1,40,194,1,infrared,37.4201,133.3192,-90.0,5.9615,79.4024,0.290058,auto,0,120,20.0,29.2845,16.3302,128.5871,0.95
train_002666,Train-Target-002666,area,-84.70562050,-81.92345597,5,66,148,1,sar,14.5262,53.3146,-90.0,8.0424,28.2656,0.349666,auto,0,120,20.0,146.2040,206.3538,152.9924,0.95
train_000398,Train-Target-000398,area,-69.15302041,-45.74312005,5,52,133,1,optical,4.0350,26.8960,8.0,6.1168,44.6797,0.237607,auto,0,120,20.0,45.1249,46.9289,241.4562,0.95
train_000213,Train-Target-000213,area,47.92298068,75.48869026,4,9,66,1,optical,3.3664,36.8736,8.0,8.2766,34.0473,0.353496,auto,0,120,20.0,238.0062,154.2259,277.4042,0.95
train_002090,Train-Target-002090,area,-25.84665388,96.55418295,4,62,156,1,sar,11.8090,71.0853,-90.0,6.1660,23.1025,0.289274,auto,0,120,20.0,35.5019,42.9361,350.3316,0.95
train_001583,Train-Target-001583,area,-26.17909040,46.97056526,8,116,202,1,infrared,39.8243,121.7128,-90.0,4.9783,75.0567,0.362272,auto,0,120,20.0,135.1950,72.9884,67.7055,0.95
train_001802,Train-Target-001802,area,-65.27978255,16.89493148,3,80,217,1,optical,6.4133,50.3274,8.0,5.1998,58.5027,0.382639,auto,0,120,20.0,226.1217,207.3871,26.7300,0.95
train_000297,Train-Target-000297,area,24.08254600,-140.83999228,3,23,177,1,infrared,18.2743,120.8960,-90.0,5.0844,68.0361,0.301132,auto,0,120,20.0,129.8866,130.4346,353.0373,0.95
train_002800,Train-Target-002800,area,34.38576419,72.50404384,3,150,193,1,optical,6.0658,24.7350,8.0,6.6962,52.3856,0.217073,auto,0,120,20.0,22.4019,24.7592,170.4389,0.95
train_003050,Train-Target-003050,area,36.41920516,53.40576851,4,145,205,1,sar,9.8599,47.9574,-90.0,5.9179,59.4901,0.275543,auto,0,120,20.0,36.8901,31.5782,33.7944,0.95
train_000066,Train-Target-000066,area,45.80003034,-110.97567848,8,9,98,1,sar,13.0929,70.0800,-90.0,6.3174,53.7070,0.449713,auto,0,120,20.0,139.4366,124.2845,218.3462,0.95
train_002583,Train-Target-002583,area,86.36815112,33.43874821,10,11,156,1,optical,5.6497,42.2959,8.0,8.3803,30.8461,0.270346,auto,0,120,20.0,184.6690,278.3139,77.4883,0.95
train_001821,Train-Target-001821,area,22.13978188,166.37298332,3,96,227,1,optical,6.4068,50.8977,8.0,7.7869,26.3368,0.361370,auto,0,120,20.0,296.9976,267.5301,298.5800,0.95
train_002955,Train-Target-002955,area,-39.11772317,-37.53000716,2,28,180,1,optical,4.1400,43.0840,8.0,5.4898,60.4790,0.204720,auto,0,120,20.0,55.3806,61.8861,272.3263,0.95
train_001801,Train-Target-001801,area,21.57360302,-137.05049644,2,39,168,1,infrared,39.6011,123.5701,-90.0,6.1341,61.8688,0.188708,auto,0,120,20.0,37.4289,20.0990,13.4651,0.95
train_000780,Train-Target-000780,area,40.60932606,-91.42302758,9,64,198,1,optical,2.6240,32.1552,8.0,7.8266,87.2642,0.258837,auto,0,120,20.0,15.3978,34.4954,221.5982,0.95
train_001756,Train-Target-001756,area,-22.53787149,-16.14253144,5,25,129,1,optical,8.0925,43.7084,8.0,8.3850,25.5619,0.246254,auto,0,120,20.0,40.4168,35.4692,280.2161,0.95
train_000828,Train-Target-000828,point,-51.74106075,-22.27708579,8,42,127,1,sar,12.3347,47.0345,-90.0,7.1461,23.4814,0.437023,single,1,120,5.0,,,,
train_001907,Train-Target-001907,area,-23.41171784,-110.80497514,2,145,211,1,optical,9.9208,46.9289,8.0,5.3817,73.2657,0.213712,auto,0,120,20.0,101.2005,82.1313,259.3116,0.95
train_000770,Train-Target-000770,area,-37.80221292,-49.14514427,6,43,178,1,sar,9.2085,80.6744,-90.0,8.2151,76.1701,0.191854,auto,0,120,20.0,30.0848,14.4280,188.9445,0.95
train_000553,Train-Target-000553,area,10.78841742,-101.02516815,10,104,204,1,infrared,22.2672,132.9706,-90.0,7.0621,82.2615,0.426356,auto,0,120,20.0,25.0849,14.0656,106.5917,0.95
train_001965,Train-Target-001965,area,-35.43861795,-26.76263558,8,75,156,1,sar,8.9161,38.9215,-90.0,5.7834,51.2418,0.409757,auto,0,120,20.0,209.1476,247.2072,188.2304,0.95
train_000641,Train-Target-000641,point,-34.19630111,97.00908781,1,98,207,1,optical,9.3573,26.7913,8.0,6.4351,74.3897,0.225707,single,1,120,5.0,,,,
train_001912,Train-Target-001912,point,31.03078926,138.37306440,2,16,72,1,optical,5.8683,44.5045,8.0,6.6387,89.4823,0.353956,single,1,120,5.0,,,,
train_000119,Train-Target-000119,area,17.00065237,-90.12789392,10,37,166,1,infrared,31.5036,116.9483,-90.0,5.3334,56.9986,0.233501,auto,0,120,20.0,77.9230,68.1263,169.5266,0.95
train_000165,Train-Target-000165,area,0.26395869,174.26336128,9,43,131,1,sar,10.4153,108.6873,-90.0,6.0353,80.3688,0.408134,auto,0,120,20.0,63.1208,72.9102,322.8022,0.95
train_002440,Train-Target-002440,area,7.42725890,-25.48289540,8,140,236,1,optical,4.8089,51.1302,8.0,8.2871,53.4900,0.415538,auto,0,120,20.0,293.1637,183.3108,87.7904,0.95
train_001511,Train-Target-001511,point,26.38801116,-133.13936881,3,24,175,1,optical,6.3525,62.1861,8.0,5.8358,38.9239,0.296584,single,1,120,5.0,,,,
train_000330,Train-Target-000330,area,40.42651653,69.69717682,6,65,214,1,infrared,36.5826,84.5317,-90.0,5.3158,86.8589,0.447110,auto,0,120,20.0,28.4474,33.5830,311.2985,0.95
train_000506,Train-Target-000506,area,-27.70597654,-7.10049695,9,72,214,1,sar,17.1045,57.7705,-90.0,5.6934,68.6567,0.255036,auto,0,120,20.0,17.7517,47.9546,246.5997,0.95
train_001283,Train-Target-001283,point,-35.98705354,179.73217980,8,102,184,1,infrared,25.5981,124.0851,-90.0,5.1909,52.1992,0.188792,single,1,120,5.0,,,,
train_002416,Train-Target-002416,area,45.90165191,90.93854313,6,7,88,1,sar,14.4860,75.3085,-90.0,5.9013,71.0715,0.393188,auto,0,120,20.0,233.6964,171.6765,105.7759,0.95
train_000189,Train-Target-000189,point,50.86175059,149.80834499,2,91,175,1,sar,21.2115,82.1293,-90.0,6.7708,79.4558,0.237851,single,1,120,5.0,,,,
train_001945,Train-Target-001945,area,3.58574600,63.93411196,2,46,191,1,optical,5.2334,26.2382,8.0,8.2369,33.8341,0.235933,auto,0,120,20.0,123.1008,99.3817,249.9977,0.95
train_000160,Train-Target-000160,area,49.69482544,-41.92036018,10,43,146,1,sar,21.2804,30.6072,-90.0,7.6214,60.2810,0.256892,auto,0,120,20.0,46.6906,44.0642,58.3218,0.95
train_002266,Train-Target-002266,area,43.75370842,42.76231092,7,59,160,1,optical,3.3106,13.5538,8.0,5.7441,88.6449,0.240668,auto,0,120,20.0,37.3332,18.9331,355.6943,0.95
train_002435,Train-Target-002435,point,-27.98011680,144.64814228,6,43,189,1,sar,20.2373,53.4337,-90.0,5.3391,68.9681,0.214400,single,1,120,5.0,,,,
train_001564,Train-Target-001564,area,-18.32943354,37.15762617,4,48,131,1,infrared,25.5529,125.4497,-90.0,5.5227,88.3946,0.311158,auto,0,120,20.0,100.7193,65.9651,21.5089,0.95
train_000725,Train-Target-000725,point,-19.30919042,-73.71032544,10,87,168,1,optical,2.0023,49.4552,8.0,5.0567,59.8944,0.241818,single,1,120,5.0,,,,
train_002686,Train-Target-002686,point,5.73424912,133.37883591,10,69,167,1,optical,7.1112,54.3722,8.0,4.7656,88.6095,0.300118,single,1,120,5.0,,,,
train_003023,Train-Target-003023,point,-7.01824561,94.05724267,10,26,147,1,sar,12.8193,54.9246,-90.0,6.6060,63.8841,0.249681,single,1,120,5.0,,,,
train_001274,Train-Target-001274,area,-25.44792843,-62.36054793,3,55,161,1,sar,16.9336,98.4476,-90.0,6.3455,64.3019,0.391460,auto,0,120,20.0,30.4215,40.4693,130.4349,0.95
train_000146,Train-Target-000146,area,10.29430037,18.18222565,9,142,215,1,infrared,37.7067,78.9201,-90.0,5.8003,79.2961,0.310894,auto,0,120,20.0,236.5208,299.3718,62.8592,0.95
train_001520,Train-Target-001520,area,-6.69092848,-113.23154926,10,101,231,1,optical,8.2580,12.9321,8.0,4.9018,89.7098,0.276949,auto,0,120,20.0,94.6060,63.7699,251.7323,0.95
train_002576,Train-Target-002576,area,-77.35686917,-177.87129126,10,163,227,1,optical,8.7175,28.7890,8.0,5.4422,35.8358,0.205979,auto,0,120,20.0,48.4221,12.2369,231.9415,0.95
train_000534,Train-Target-000534,area,-39.62213467,132.36831213,1,35,136,1,optical,6.8332,31.9858,8.0,5.5866,52.6252,0.233678,auto,0,120,20.0,116.7955,67.1066,123.4575,0.95
train_001202,Train-Target-001202,area,-7.50318623,120.11318335,2,156,230,1,sar,11.3521,65.5194,-90.0,7.7828,24.0876,0.435613,auto,0,120,20.0,33.4096,27.8615,155.8338,0.95
train_000820,Train-Target-000820,area,78.95924240,64.07724926,9,52,190,1,optical,3.4100,15.3962,8.0,6.8920,49.1578,0.222097,auto,0,120,20.0,17.7901,45.1789,114.1711,0.95
train_002534,Train-Target-002534,area,-55.41329662,-38.02237998,2,77,133,1,optical,7.1573,31.4352,8.0,7.1415,88.7204,0.195255,auto,0,120,20.0,260.4445,236.6449,247.9544,0.95
train_001704,Train-Target-001704,area,15.95958552,11.66798096,4,72,116,1,optical,5.7421,13.8768,8.0,5.9933,38.6472,0.285945,auto,0,120,20.0,256.4532,163.6171,247.1141,0.95
train_002608,Train-Target-002608,point,-33.33052677,-122.83861450,10,119,212,1,optical,4.3730,30.3044,8.0,5.2596,37.9553,0.256182,sequential,2,120,5.0,,,,
train_001711,Train-Target-001711,area,33.36861249,-112.91429291,10,140,204,1,infrared,31.2140,47.3080,-90.0,6.1647,20.3930,0.421240,auto,0,120,20.0,91.4906,83.6533,38.5279,0.95
train_002131,Train-Target-002131,area,67.50104475,107.14922444,3,2,49,1,optical,7.1165,21.6124,8.0,4.5291,37.2151,0.297022,auto,0,120,20.0,162.8538,295.7520,49.0070,0.95
train_000967,Train-Target-000967,area,72.02116410,-156.06482468,5,166,221,1,optical,3.6081,28.8359,8.0,5.4568,66.8095,0.365859,auto,0,120,20.0,144.2920,266.3508,183.1636,0.95
train_001570,Train-Target-001570,point,-35.45671213,-68.68535009,8,152,224,1,optical,8.7462,41.0444,8.0,6.2908,75.0480,0.226320,simultaneous,2,120,5.0,,,,
train_002473,Train-Target-002473,area,-24.08958329,124.51401405,6,76,120,1,infrared,30.8221,49.1424,-90.0,5.8034,49.2256,0.376618,auto,0,120,20.0,225.9946,149.7724,99.9387,0.95
train_002331,Train-Target-002331,area,-3.66587516,-127.89047732,1,4,72,1,sar,14.9343,59.0354,-90.0,4.9552,42.2890,0.419493,auto,0,120,20.0,171.9482,158.1598,67.0435,0.95
train_000606,Train-Target-000606,area,-21.58102661,84.17054125,8,26,72,1,infrared,26.3585,60.2387,-90.0,6.4087,50.3569,0.203266,auto,0,120,20.0,184.4568,141.6268,258.0077,0.95
train_000107,Train-Target-000107,point,18.79766817,66.59226770,5,92,204,1,sar,19.5565,95.7734,-90.0,5.5127,77.4519,0.258091,single,1,120,5.0,,,,
train_000084,Train-Target-000084,area,-6.21055392,-36.04799021,6,27,141,1,optical,6.8628,41.8084,8.0,6.0678,65.7162,0.180376,auto,0,120,20.0,237.8270,170.8166,91.9488,0.95
train_002647,Train-Target-002647,point,18.21251268,177.85116678,10,120,224,1,infrared,22.4770,100.1890,-90.0,6.0058,76.8234,0.443347,single,1,120,5.0,,,,
train_002767,Train-Target-002767,area,76.93473130,-1.38494361,1,134,188,1,optical,6.8015,25.7235,8.0,6.5056,41.5889,0.198529,auto,0,120,20.0,128.4049,132.8588,137.7560,0.95
train_002799,Train-Target-002799,area,-57.19053667,2.62427266,3,23,69,1,sar,12.8728,47.9533,-90.0,6.5012,68.4550,0.203352,auto,0,120,20.0,290.1490,160.2056,355.9654,0.95
train_002328,Train-Target-002328,area,69.91871705,173.81804821,4,135,223,1,optical,4.3092,26.4361,8.0,8.3093,60.6409,0.243085,auto,0,120,20.0,16.9096,23.7458,45.3118,0.95
train_000571,Train-Target-000571,area,-31.34939490,-32.42139216,2,115,185,1,optical,4.3855,43.4636,8.0,6.8470,89.0284,0.201667,auto,0,120,20.0,28.0859,41.7350,345.5967,0.95
train_001617,Train-Target-001617,area,-17.87164277,-131.19824267,1,28,112,1,sar,21.0251,78.4620,-90.0,8.3874,58.5792,0.422695,auto,0,120,20.0,48.9261,26.4641,155.2038,0.95
train_000941,Train-Target-000941,point,-29.72807700,78.54385854,5,68,143,1,sar,20.4848,41.0776,-90.0,5.8117,86.1695,0.278114,single,1,120,5.0,,,,
train_001806,Train-Target-001806,area,-50.36694208,20.54580688,9,141,212,1,optical,2.4030,60.0792,8.0,4.8120,66.1761,0.214180,auto,0,120,20.0,57.3635,126.9095,189.7726,0.95
train_002154,Train-Target-002154,area,21.44377807,-156.01360141,8,157,206,1,optical,7.2649,49.7006,8.0,6.7981,69.3700,0.282150,auto,0,120,20.0,237.4369,285.0997,78.9814,0.95
train_002972,Train-Target-002972,point,75.07227594,52.55766753,3,66,172,1,optical,9.9906,14.1020,8.0,8.2914,60.7983,0.379598,sequential,2,120,5.0,,,,
train_002802,Train-Target-002802,area,19.80861614,17.58680383,6,37,131,1,sar,11.3216,36.6318,-90.0,6.9448,83.5623,0.345028,auto,0,120,20.0,39.8976,36.8653,203.7803,0.95
train_001959,Train-Target-001959,area,-30.00372608,111.82897193,2,87,215,1,sar,10.6132,95.2472,-90.0,4.9699,50.9926,0.228471,auto,0,120,20.0,120.5367,118.0604,273.2135,0.95
train_002908,Train-Target-002908,point,-39.38089242,-140.99296337,9,121,227,1,optical,7.4392,56.2536,8.0,7.6754,36.3493,0.348521,single,1,120,5.0,,,,
train_001057,Train-Target-001057,area,20.75929428,157.42325315,4,84,217,1,sar,20.3372,87.1029,-90.0,7.8612,70.3420,0.180001,auto,0,120,20.0,93.8008,79.3973,175.9235,0.95
train_002218,Train-Target-002218,area,7.89917176,-99.61244267,8,31,126,1,optical,8.6792,36.4351,8.0,6.8961,33.6136,0.438402,auto,0,120,20.0,173.8277,224.9671,1.7238,0.95
train_002492,Train-Target-002492,area,62.64102720,57.58520312,9,118,190,1,optical,4.3155,14.2459,8.0,4.5264,66.4178,0.367897,auto,0,120,20.0,136.4991,85.3598,317.7452,0.95
train_000185,Train-Target-000185,point,33.71072026,-119.11874314,5,57,120,1,sar,20.2864,109.8522,-90.0,5.6084,53.8397,0.301012,single,1,120,5.0,,,,
train_002178,Train-Target-002178,area,-24.82416881,74.95146694,1,1,84,1,sar,13.2968,89.2717,-90.0,7.0632,52.0327,0.390518,auto,0,120,20.0,142.6094,250.3381,287.8720,0.95
train_002059,Train-Target-002059,area,9.74907635,-117.30299603,3,86,180,1,optical,5.4905,62.7973,8.0,7.3264,51.4313,0.316862,auto,0,120,20.0,26.8224,39.0006,264.7036,0.95
train_002130,Train-Target-002130,area,-3.67867335,93.00730405,4,42,125,1,sar,21.4219,26.9205,-90.0,4.9114,51.1930,0.307738,auto,0,120,20.0,71.0617,64.1872,151.8829,0.95
train_002632,Train-Target-002632,point,31.61599521,71.18808199,2,90,193,1,optical,6.3365,41.4892,8.0,7.5016,66.8406,0.431817,sequential,2,120,5.0,,,,
train_001140,Train-Target-001140,point,19.88715598,177.19059150,7,150,236,1,optical,2.2362,16.3154,8.0,7.2408,36.8972,0.361658,single,1,120,5.0,,,,
train_000190,Train-Target-000190,point,-66.36314595,-41.97823176,4,91,141,1,optical,9.4430,62.7329,8.0,6.6042,20.7249,0.394928,single,1,120,5.0,,,,
train_001089,Train-Target-001089,area,-33.66530571,168.03397292,3,124,171,1,optical,8.4906,49.3679,8.0,7.4596,27.9696,0.305197,auto,0,120,20.0,71.2705,66.5128,158.2558,0.95
train_000627,Train-Target-000627,area,55.00330985,-156.97356958,4,30,164,1,infrared,28.8592,102.8526,-90.0,7.3800,74.1173,0.207337,auto,0,120,20.0,219.9471,171.1847,235.1251,0.95
train_002290,Train-Target-002290,area,-7.25153406,-164.28594155,2,18,87,1,optical,8.3345,13.7407,8.0,5.3006,53.3027,0.210724,auto,0,120,20.0,17.1847,17.0078,33.1124,0.95
train_000588,Train-Target-000588,point,-19.18780592,138.54966661,6,117,177,1,sar,17.4528,77.0290,-90.0,7.7122,85.7852,0.292608,single,1,120,5.0,,,,
train_000156,Train-Target-000156,area,-4.01880452,9.08725491,5,58,167,1,optical,9.9046,15.9654,8.0,8.1374,57.1845,0.395424,auto,0,120,20.0,35.0356,17.4164,180.5375,0.95
train_003069,Train-Target-003069,area,-37.21902529,-117.64277176,3,1,137,1,sar,18.9766,70.2018,-90.0,5.7322,67.4660,0.291669,auto,0,120,20.0,98.2619,86.5391,138.9691,0.95
train_002987,Train-Target-002987,point,-63.86539518,-84.86824399,1,31,150,1,optical,9.5609,49.3566,8.0,7.9548,47.1189,0.438571,sequential,2,120,5.0,,,,
train_002146,Train-Target-002146,area,-24.47230472,54.18854416,9,11,137,1,sar,18.7424,78.4713,-90.0,5.1778,62.1606,0.243650,auto,0,120,20.0,263.8721,220.6066,180.2541,0.95
train_000244,Train-Target-000244,area,-5.60243381,-139.88495152,10,61,189,1,sar,9.3023,64.0503,-90.0,6.7978,82.8019,0.189901,auto,0,120,20.0,36.3672,27.6718,234.4433,0.95
train_000596,Train-Target-000596,area,-7.53392137,9.64025360,2,77,153,1,infrared,21.3023,129.6426,-90.0,7.9031,65.9752,0.357659,auto,0,120,20.0,168.0451,221.7967,81.3837,0.95
train_000360,Train-Target-000360,area,-0.33080722,12.42386790,9,29,70,1,sar,15.8238,49.8467,-90.0,7.4589,57.5182,0.345461,auto,0,120,20.0,37.5304,15.5477,298.9672,0.95
train_002318,Train-Target-002318,point,-38.80987319,-91.80184348,9,43,170,1,sar,13.6272,47.3527,-90.0,5.7016,36.0117,0.350261,single,1,120,5.0,,,,
train_000068,Train-Target-000068,point,26.47860843,-145.14330130,2,148,208,1,sar,11.7497,106.2340,-90.0,6.2981,85.3409,0.199114,single,1,120,5.0,,,,
train_000745,Train-Target-000745,area,0.44671730,-87.86965587,5,161,230,1,sar,9.0811,100.8749,-90.0,8.1561,78.9391,0.351129,auto,0,120,20.0,156.4692,267.1154,163.5161,0.95
train_001309,Train-Target-001309,area,22.49188201,-106.53029687,9,9,118,1,infrared,28.0093,76.7759,-90.0,4.5068,48.1238,0.299795,auto,0,120,20.0,190.2551,287.3588,89.9172,0.95
train_000813,Train-Target-000813,area,-20.35688039,79.58152764,9,108,164,1,optical,3.0026,16.5029,8.0,5.9053,48.5635,0.374345,auto,0,120,20.0,169.4556,208.6289,353.3528,0.95
train_001106,Train-Target-001106,area,8.61512284,-94.44447120,2,76,228,1,sar,20.0702,40.7103,-90.0,6.2932,67.6965,0.291741,auto,0,120,20.0,134.7000,118.1346,72.5336,0.95
train_002587,Train-Target-002587,area,35.99409136,-92.37923742,2,88,165,1,sar,10.1746,86.1915,-90.0,7.9941,66.2880,0.414817,auto,0,120,20.0,299.2807,217.8220,18.7581,0.95
train_002754,Train-Target-002754,area,-47.75527676,-122.43576216,9,165,236,1,sar,10.0599,95.1163,-90.0,6.0158,88.3790,0.221448,auto,0,120,20.0,150.4038,229.2039,96.2488,0.95
train_001966,Train-Target-001966,area,0.59453973,-50.54099451,8,82,162,1,sar,17.3578,27.5966,-90.0,7.8016,64.3706,0.213910,auto,0,120,20.0,22.1388,48.7524,223.2566,0.95
train_002319,Train-Target-002319,area,-2.31698552,-18.03947828,3,4,128,1,optical,9.3709,38.8598,8.0,7.4444,83.5913,0.340136,auto,0,120,20.0,94.9178,96.7796,237.9804,0.95
train_001444,Train-Target-001444,area,-35.21366811,176.79563227,4,76,173,1,optical,6.2214,50.5771,8.0,5.1496,66.0683,0.272847,auto,0,120,20.0,141.8557,197.1062,30.6356,0.95
train_001592,Train-Target-001592,area,22.34184230,103.30001439,4,92,183,1,optical,5.1859,58.0439,8.0,7.7718,41.0266,0.215038,auto,0,120,20.0,227.8844,233.5718,82.8114,0.95
train_002152,Train-Target-002152,area,18.96202492,37.58522159,5,31,109,1,sar,14.7675,101.8310,-90.0,6.2393,55.4108,0.403659,auto,0,120,20.0,45.4999,32.4453,344.7462,0.95
train_000452,Train-Target-000452,area,23.26032147,-160.12810952,5,26,126,1,optical,9.8990,38.9543,8.0,7.1655,77.1063,0.390124,auto,0,120,20.0,288.0825,148.9961,19.1757,0.95
train_002725,Train-Target-002725,area,51.76471359,172.71024546,4,122,203,1,optical,4.1812,24.5766,8.0,5.3737,24.7757,0.259490,auto,0,120,20.0,116.5361,122.7692,260.8605,0.95
train_000054,Train-Target-000054,area,15.35132691,176.38528400,4,44,176,1,sar,15.8187,97.1192,-90.0,6.0933,59.1266,0.309532,auto,0,120,20.0,117.4580,116.6312,310.9645,0.95
train_000408,Train-Target-000408,area,53.48239024,-12.44665682,6,3,67,1,sar,20.6630,105.4862,-90.0,4.7000,75.7760,0.380109,auto,0,120,20.0,132.3106,126.1128,19.3419,0.95
train_001649,Train-Target-001649,area,-9.26949670,139.92126951,3,23,174,1,optical,5.4151,45.2320,8.0,5.4110,88.2668,0.358882,auto,0,120,20.0,252.5760,282.5326,265.6456,0.95
train_000180,Train-Target-000180,area,33.43827290,164.83529676,2,142,233,1,optical,5.2689,45.3422,8.0,5.8455,76.3908,0.245482,auto,0,120,20.0,27.1098,15.6399,3.4775,0.95
